protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
slr1783,CO2-0-5,300,0.5,9052245.09612457,0.000392562,1087355.94575869,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,CO2-1-0,300,1,10963897.5586085,0.0004253935,394918.840719972,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,Light-0060,60,1,5719906.4365235,0.0003727486,1833714.20316644,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,Light-0100,100,1,3872661.33284113,0.0002438633,1017164.20607334,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,Light-0200,200,1,6759240.54922269,0.0004363847,1505671.83332059,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,Light-0300,300,1,7413520.84140098,0.0004275547,1689495.95307628,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1783,Light-1000,1000,1,7924763.47523388,0.0004764075,1597778.68729966,Regulatory functions,Regulatory functions,two-component response regulator NarL subfamily,Regul,Regulatory functio
slr1789,CO2-0-15,300,0.15,2989355.45362064,0.0002395219,1705737.20459854,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,CO2-0-2,300,0.2,2322730.69093317,0.0002050141,1694053.76272056,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,CO2-0-3,300,0.3,2843646.96284545,0.0002269094,1644418.4493859,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,CO2-0-5,300,0.5,11072739.0421861,0.0005503284,11718466.7432913,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,CO2-1-0,300,1,3303804.51206406,0.0002184218,2512121.37689024,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,Light-0060,60,1,4649515.61324797,0.0002239067,1881323.00488386,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,Light-0100,100,1,3733519.86966943,0.0001593089,1430891.97597347,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,Light-0200,200,1,4985440.6012271,0.0002411373,381657.166976969,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,Light-0300,300,1,5145962.94614234,0.0002151039,818581.593339343,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1789,Light-1000,1000,1,5666670.31095009,0.0002594399,539349.853894934,Unknown,Unknown,unknown protein,Unknown,Unknown
slr1791,CO2-0-15,300,0.15,2010618.51295709,0.0001040356,528679.207188708,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,CO2-0-2,300,0.2,1899806.6353088,0.0000965519,511771.846573712,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,CO2-0-3,300,0.3,1554118.04209999,0.00007915,471856.8923586,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,CO2-0-5,300,0.5,2347627.43526998,0.0001041998,221138.042227613,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,CO2-1-0,300,1,2495019.22545126,0.0000998899,621681.807206071,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,Light-0060,60,1,2052048.51797825,0.0001335003,1101326.30321751,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,Light-0100,100,1,1395872.430366,0.0000877101,159112.584769629,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,Light-0200,200,1,1740187.47897775,0.0001099155,719050.042065862,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,Light-0300,300,1,1791452.04140625,0.0001005395,200106.574001051,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1791,Light-1000,1000,1,2506148.15086225,0.0001495085,476564.135115621,Amino acid biosynthesis,Serine family / Sulfur assimilation,phosphoadenosine phosphosulfate reductase,AminoAcids,Serine family / Su
slr1793,CO2-0-15,300,0.15,11271794.6404149,0.0008902288,670352.422712417,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,CO2-0-2,300,0.2,11528157.8766003,0.000889159,693736.410081911,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,CO2-0-3,300,0.3,13266251.3457191,0.0009590619,258951.415362723,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,CO2-0-5,300,0.5,9357484.89847125,0.0007353576,2180135.08292484,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,CO2-1-0,300,1,5421394.64053584,0.0005516577,678780.993954445,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,Light-0060,60,1,16734646.1060059,0.0008022193,8283425.01148917,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,Light-0100,100,1,8538078.38488306,0.0002336082,2936878.31195329,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,Light-0200,200,1,15430231.5068703,0.0006938585,1243967.72772573,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,Light-0300,300,1,14643721.5294986,0.0005354981,2074844.87753945,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1793,Light-1000,1000,1,13905554.6449335,0.0005221048,5204582.89251335,Energy metabolism,Pentose phosphate pathway,transaldolase,Energy,Pentose phosphate 
slr1794,CO2-0-15,300,0.15,4032033.09315817,0.0003388387,392834.694078547,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,CO2-0-2,300,0.2,3984866.97217647,0.0003319864,539361.533738747,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,CO2-0-3,300,0.3,4762499.6135202,0.0003642402,235215.076567303,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,CO2-0-5,300,0.5,3840073.50151831,0.0003036245,615298.311613956,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,CO2-1-0,300,1,1873977.17488644,0.0002153243,426948.851265691,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,Light-0060,60,1,6513137.74735885,0.0003029169,4840490.11268866,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,Light-0100,100,1,6835534.87649344,0.0003225639,4169435.00855126,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,Light-0200,200,1,5852965.1547942,0.0002504059,876130.415124428,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,Light-0300,300,1,5865673.86529119,0.0002091901,651731.883611281,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1794,Light-1000,1000,1,7903681.12393951,0.0003505357,607252.473464117,Transport and binding proteins,Transport and binding proteins,probable anion transporting ATPase,Transport,Transport and bind
slr1795,CO2-0-15,300,0.15,876243.25,0.0000603327,148916.652622365,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,CO2-0-2,300,0.2,988810,0.0000645653,110112.892775248,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,CO2-0-3,300,0.3,1314794.907827,0.000078655,290064.470568342,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,CO2-0-5,300,0.5,925768.11446775,0.0000564171,163695.021531151,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,CO2-1-0,300,1,784150.80872425,0.0000473647,144327.440642097,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,Light-0060,60,1,1192650.203466,0.0000637667,717361.566506507,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,Light-0100,100,1,1360298.19860175,0.0000748149,1080214.83609221,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,Light-0200,200,1,510772.00578925,0.0000161241,31766.3886922292,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,Light-0300,300,1,1066565.8078095,0.0000461479,627276.26303978,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1795,Light-1000,1000,1,909056.0784615,0.0000386503,407555.648723402,Translation,Protein modification and translation factors,peptide methionine sulfoxide reductase,Translat,Protein modificati
slr1796,CO2-0-15,300,0.15,4370015.30618293,0.0001384322,403449.414580386,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,CO2-0-2,300,0.2,4730247.81502154,0.0001501695,742854.991181571,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,CO2-0-3,300,0.3,4757050.1899409,0.0001474482,322677.645108568,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,CO2-0-5,300,0.5,7354571.86881698,0.0002310313,1661163.14246935,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,CO2-1-0,300,1,9166269.97634244,0.0002672236,436490.727042128,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,Light-0060,60,1,7324213.999038,0.0005754051,4027567.40897959,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,Light-0100,100,1,4337786.32860525,0.000367766,2229736.78022991,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,Light-0200,200,1,3039494.66907675,0.0002762362,1116551.90202265,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,Light-0300,300,1,3396903.501911,0.0002760957,1292839.58579188,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1796,Light-1000,1000,1,3453767.32403325,0.0002873284,1074657.45876063,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,CO2-0-15,300,0.15,2261578.88501549,0.0001558751,624865.828336819,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,CO2-0-2,300,0.2,1714851.2778024,0.0001277933,338798.745333751,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,CO2-0-3,300,0.3,1986353.15174248,0.0001387843,194776.312278214,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,CO2-0-5,300,0.5,1708617.52274663,0.0001178848,397285.834216117,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,CO2-1-0,300,1,913924.673661175,0.0000815452,139261.791696721,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,Light-0060,60,1,1659893.2185452,0.0000665925,961604.717973709,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,Light-0100,100,1,1627741.82215908,0.0000637578,756953.542268396,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,Light-0200,200,1,1839374.37228895,0.0000767808,341513.374518041,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,Light-0300,300,1,2126660.92485685,0.0000809991,939461.564441282,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1799,Light-1000,1000,1,2334819.1109904,0.0000988796,415456.924390611,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,CO2-0-15,300,0.15,3751258.66135686,0.0000819156,364257.463716546,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,CO2-0-2,300,0.2,4483749.5324313,0.00011171,428120.6141578,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,CO2-0-3,300,0.3,5029468.97133657,0.0001329366,486478.602792259,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,CO2-0-5,300,0.5,7006233.58572195,0.0001897881,910898.192772123,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,CO2-1-0,300,1,10101469.4436775,0.0002746742,997462.797136259,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,Light-0060,60,1,1378070.06693675,0.0001922335,410059.393506091,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,Light-0100,100,1,2490924.6661895,0.0002680507,1086299.95311453,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,Light-0200,200,1,3262347.41285975,0.000318318,1185090.14189864,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,Light-0300,300,1,3134987.8034255,0.0002871961,988367.572254474,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1800,Light-1000,1000,1,3510196.18130175,0.0003178516,705631.5380748,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1803,CO2-0-15,300,0.15,304720.93139,0.0000209375,48233.6753922243,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,CO2-0-2,300,0.2,321600.2560145,0.000021372,26613.2141375322,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,CO2-0-3,300,0.3,329940.51330275,0.0000214852,147039.098272601,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,CO2-0-5,300,0.5,361903.62558225,0.0000212125,186484.530296651,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,CO2-1-0,300,1,312434.8884015,0.0000178906,52406.0025767377,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,Light-0060,60,1,694153.27011575,0.0000414913,258333.398614172,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,Light-0100,100,1,462220.08781375,0.000025318,279348.400942612,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,Light-0200,200,1,784674.48081975,0.0000468002,212017.750628928,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,Light-0300,300,1,397999.07530475,0.0000177341,248020.047489165,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1803,Light-1000,1000,1,510019.82779325,0.0000256737,280528.86164998,"DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair",adenine-specific DNA methylase,DNArep,"DNA replication, r"
slr1808,CO2-0-15,300,0.15,1159587.73843267,0.000096395,367033.627497165,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,CO2-0-2,300,0.2,848871.532335288,0.0000805806,119822.891133193,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,CO2-0-3,300,0.3,1252562.89820175,0.0000983424,269116.917854244,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,CO2-0-5,300,0.5,1408694.18200425,0.0000987318,379494.748987879,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,CO2-1-0,300,1,1684148.8641965,0.0001030299,590336.73755871,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,Light-0060,60,1,1396225,0.0000552739,266409.112769565,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,Light-0100,100,1,1286230.75,0.0000471993,698006.977368839,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,Light-0200,200,1,2287685,0.0001140383,598641.932182057,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,Light-0300,300,1,2338095,0.0001006831,840744.573716259,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1808,Light-1000,1000,1,2856485,0.0001385433,992976.497153885,Translation,Aminoacyl tRNA synthetases and tRNA modification,transfer RNA-Gln reductase,Translat,Aminoacyl tRNA syn
slr1813,CO2-0-15,300,0.15,960778.545109275,0.0000482941,118212.659673421,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,CO2-0-2,300,0.2,774921.01899125,0.0000385262,163279.650923828,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,CO2-0-3,300,0.3,834908.94775425,0.0000406241,211392.133340402,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,CO2-0-5,300,0.5,756569.382155,0.0000334124,455215.29534994,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,CO2-1-0,300,1,793891.50019925,0.0000316488,110791.864962874,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,Light-0060,60,1,620414.8581705,0.0000403701,89465.5835714019,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,Light-0100,100,1,891494.2195595,0.0000587304,414878.4178174,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,Light-0200,200,1,857930.510069,0.0000557309,171506.033916453,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,Light-0300,300,1,570005.15108875,0.0000321249,141408.535470051,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1813,Light-1000,1000,1,732889.44465725,0.0000436498,251927.821137,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,CO2-0-15,300,0.15,640614.7407125,0.0001002118,47828.2011687122,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,CO2-0-2,300,0.2,797028.8371055,0.0001067592,103060.588278449,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,CO2-0-3,300,0.3,896225.90641175,0.0001106326,101102.038940513,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,CO2-0-5,300,0.5,989599.8278405,0.00011016,80149.5348636246,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,CO2-1-0,300,1,992980.561598,0.0001061806,77110.1012657538,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,Light-0060,60,1,2135673.19138025,0.0000776851,1263037.29970045,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,Light-0100,100,1,1781229.935585,0.0000525615,822505.006447172,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,Light-0200,200,1,1929872.4726475,0.00006119,464563.129723343,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,Light-0300,300,1,2825985.26236825,0.0001016613,1574301.16151666,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1815,Light-1000,1000,1,2709825.51712,0.0001007296,930246.754031528,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,CO2-0-15,300,0.15,1168018.45741267,0.0001429032,53201.3957142727,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,CO2-0-2,300,0.2,1393340.85154122,0.000152052,204318.654120233,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,CO2-0-3,300,0.3,1435474.98944006,0.000152817,634065.763877651,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,CO2-0-5,300,0.5,1224517.04936675,0.0001372939,516128.314468252,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,CO2-1-0,300,1,1342295.23752923,0.0001365514,592441.46138265,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,Light-0060,60,1,747603.614915,-0.0000355718,285446.374043083,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,Light-0100,100,1,1114722.01010225,-0.0000106715,577396.334355783,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,Light-0200,200,1,3542418.6766325,0.0001529852,849835.485683125,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,Light-0300,300,1,3654543.6858475,0.0001343699,1223412.76734967,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1816,Light-1000,1000,1,4557285.0975525,0.0001993607,3482360.09059879,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,CO2-0-15,300,0.15,842627.005331598,0.0000578689,110211.017716439,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,CO2-0-2,300,0.2,816887.577651141,0.0000556969,58337.6857895935,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,CO2-0-3,300,0.3,847078.929141879,0.0000563965,91477.1083899489,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,CO2-0-5,300,0.5,972380.487010434,0.0000574673,155418.471260673,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,CO2-1-0,300,1,1329520.87823566,0.0000665818,139520.603982278,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,Light-0060,60,1,1554414.75,0.000089579,424482.219736292,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,Light-0100,100,1,1224989.98366625,0.000066392,127035.298278941,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,Light-0200,200,1,1551363.75,0.00008752,98492.1704244386,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,Light-0300,300,1,1394199.75,0.0000668653,122940.726564674,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1818,Light-1000,1000,1,1852196.03498825,0.000098801,273114.508897399,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,CO2-0-15,300,0.15,1448751.85703875,0.0001006791,412268.647597937,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,CO2-0-2,300,0.2,976190.275522,0.0000769909,136653.339552233,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,CO2-0-3,300,0.3,808628.65147775,0.0000685097,60235.6441958189,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,CO2-0-5,300,0.5,896043.01212325,0.000068213,249990.550596673,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,CO2-1-0,300,1,1162016.977986,0.0000742881,137357.770902206,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,Light-0060,60,1,1089449.7462571,0.0000436348,253795.479217445,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,Light-0100,100,1,1089398.25409507,0.0000432183,483390.881587212,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,Light-0200,200,1,1982349.19853285,0.0001028622,241846.237664156,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,Light-0300,300,1,1737770.74311804,0.0000738175,486534.00989616,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1819,Light-1000,1000,1,2297671.21946609,0.000112934,1223339.92115418,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
slr1821,CO2-0-15,300,0.15,646229.405242133,0.000052283,181420.901523427,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,CO2-0-2,300,0.2,826423.453709826,0.0000599318,116143.346801693,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,CO2-0-3,300,0.3,1020090.27349736,0.000068103,250425.33827625,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,CO2-0-5,300,0.5,858450.304538062,0.0000565915,212852.950337819,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,CO2-1-0,300,1,1417179.7054053,0.0000735993,333423.194597416,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,Light-0060,60,1,1687836.45798685,0.0000949915,325673.773093158,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,Light-0100,100,1,968992.6016885,0.0000450405,94395.485996939,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,Light-0200,200,1,1317346.03820275,0.0000678664,338021.442225498,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,Light-0300,300,1,1558220.577962,0.0000730164,444792.475371281,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1821,Light-1000,1000,1,2801707.75,0.0001547027,862765.119989744,Translation,"Degradation of proteins, peptides, and glycopeptides",putative zinc metalloprotease,Translat,Degradation of pro
slr1828,CO2-0-15,300,0.15,308269.25,0.0000470168,92552.4314695009,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,CO2-0-2,300,0.2,306718,0.0000465886,83312.8202419452,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,CO2-0-3,300,0.3,544577,0.0000572155,180371.327738086,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,CO2-0-5,300,0.5,373755.5,0.0000476078,179079.65136125,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,CO2-1-0,300,1,294186.45618,0.0000431288,182687.447444497,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
