"","protein","condition","growthrate","mean_intensity","median_intensity","CV","CI","mean_massfraction","rel_intensity","psortB_localization","Process","Pathway","Protein","Protein.names","Length","MolWeight","Process.color","Process.abbr","Pathway.abbr","mean_mass_fraction_norm","model.category"
"13817","slr1199","Light-0100",0.0485,899273.80798325,892981.4865505,0.1367281935,0.1339911675,6.16884e-05,0.921383355,"Cytoplasmic","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL",563,63.69,6,"DNArep","DNA replication, r",4.43729e-05,"MAI"
"13818","slr1199","Light-0200",0.0639,676665.36593775,675134.9069685,0.0964387541,0.0945082424,4.58681e-05,0.6966080205,"Cytoplasmic","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL",563,63.69,6,"DNArep","DNA replication, r",2.85526e-05,"MAI"
"13819","slr1199","Light-0300",0.0934,762202.23829725,718230.635638,0.4475853357,0.438625569,4.61986e-05,0.7410744374,"Cytoplasmic","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL",563,63.69,6,"DNArep","DNA replication, r",2.88831e-05,"MAI"
"13820","slr1199","Light-1000",0.0961,905455.19792875,969174.7540975,0.4871726123,0.4774203872,5.69227e-05,1,"Cytoplasmic","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL",563,63.69,6,"DNArep","DNA replication, r",3.96072e-05,"MAI"
"13921","slr1219","CO2-0-15",0.0183,1629692.18763153,1569726.92799664,0.3111928105,0.3049633504,7.78053e-05,0.5133049844,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",4.24267e-05,"MAI"
"13922","slr1219","CO2-0-2",0.0279,1674852.57226254,1732124.88440872,0.3158565806,0.3095337611,7.80278e-05,0.5664095588,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",4.26491e-05,"MAI"
"13923","slr1219","CO2-0-3",0.0452,1715154.80068059,1719046.05835069,0.0972795367,0.0953321942,7.8474e-05,0.562132747,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",4.30954e-05,"MAI"
"13924","slr1219","CO2-0-5",0.0756,2769131.62523742,2830142.73688696,0.1610517764,0.1578278407,0.0001134201,0.9254643896,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",7.80415e-05,"MAI"
"13925","slr1219","CO2-1-0",0.1003,3173423.47041341,3058078.48312629,0.2094405606,0.2052479778,0.0001168192,1,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",8.14405e-05,"MAI"
"13926","slr1219","Light-0060",0.0331,602632.25,616493.5,0.1510489483,0.1480252493,4.15678e-05,0.8527148195,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",7.69464e-05,"MAI"
"13927","slr1219","Light-0100",0.0485,764900.3768155,748789.700841,0.1739807113,0.1704979641,5.24706e-05,1.0357028494,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",8.78493e-05,"MAI"
"13928","slr1219","Light-0200",0.0639,816997.25,801622.5,0.1131673184,0.1109019341,5.53805e-05,1.1087795498,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",9.07592e-05,"MAI"
"13929","slr1219","Light-0300",0.0934,808022.5,782866,0.1041167467,0.1020325369,4.89758e-05,1.0828361368,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",8.43545e-05,"MAI"
"13930","slr1219","Light-1000",0.0961,815079.6959205,722977.349391,0.4802759553,0.4706617875,5.12411e-05,1,"Cytoplasmic","Central intermediary metabolism","Other","urease accessory protein E",NA,142,15.87,5,"CentralMet","Other",8.66197e-05,"MAI"
"14031","slr1233","CO2-0-15",0.0183,10344868.7477994,10402282.2240239,0.1163068631,0.1139786314,0.0004938884,3.1019209963,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.000525623,"CBM"
"14032","slr1233","CO2-0-2",0.0279,10499234.2637556,10456150.9316602,0.055238878,0.0541331057,0.0004891368,3.11798444,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0005208714,"CBM"
"14033","slr1233","CO2-0-3",0.0452,9121077.73725144,9110481.41575374,0.1059782395,0.1038567663,0.0004173196,2.7167109083,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0004490543,"CBM"
"14034","slr1233","CO2-0-5",0.0756,5097304.65828695,3938544.29860001,0.5060602326,0.495929915,0.0002087791,1.1744589304,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0002405138,"CBM"
"14035","slr1233","CO2-1-0",0.1003,3262784.41597143,3353496.82876239,0.1140078028,0.1117255937,0.0001201087,1,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0001518434,"CBM"
"14036","slr1233","Light-0060",0.0331,4375554.82994987,4327302.00650966,0.1243547477,0.1218654134,0.0003018128,1.8175611253,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0002700781,"CBM"
"14037","slr1233","Light-0100",0.0485,2943459.04684932,3034328.48614063,0.2594943409,0.2542997812,0.0002019154,1.2744840757,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0001701807,"CBM"
"14038","slr1233","Light-0200",0.0639,2731186.85770524,2622555.70154379,0.1960007843,0.1920772391,0.0001851348,1.1015305345,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0001534001,"CBM"
"14039","slr1233","Light-0300",0.0934,3035759.80142203,3135853.06122477,0.0679617737,0.0666013144,0.0001840034,1.3171266092,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0001522688,"CBM"
"14040","slr1233","Light-1000",0.0961,2313182.25338787,2380828.873487,0.1264679323,0.1239362963,0.0001454214,1,"CytoplasmicMembrane","Energy metabolism","TCA cycle","succinate dehydrogenase flavoprotein subunit",NA,575,63.71,7,"Energy","TCA cycle",0.0001136867,"CBM"
"14081","slr1238","CO2-0-15",0.0183,4162022.41029005,3912003.26802348,0.1685985811,0.1652235734,0.0001987047,0.7351098255,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.000194633,"MAI"
"14082","slr1238","CO2-0-2",0.0279,4094310.1206531,4107013.02511881,0.1323075327,0.1296589995,0.0001907451,0.7717543727,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001866734,"MAI"
"14083","slr1238","CO2-0-3",0.0452,4081009.7961071,3960327.5712272,0.1542215606,0.1511343522,0.0001867198,0.7441905106,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.000182648,"MAI"
"14084","slr1238","CO2-0-5",0.0756,4262429.87271938,4207972.22130886,0.0510852638,0.0500626386,0.0001745837,0.7907257518,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.000170512,"MAI"
"14085","slr1238","CO2-1-0",0.1003,5222042.49883719,5321658.25093345,0.1063729393,0.104243565,0.0001922324,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001881606,"MAI"
"14086","slr1238","Light-0060",0.0331,2398672.8926043,1969950.20958582,0.5792577129,0.5676621275,0.0001654533,0.7189618316,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001695251,"MAI"
"14087","slr1238","Light-0100",0.0485,2415510.83191058,2341208.37572937,0.2802049178,0.2745957736,0.0001656992,0.8544578709,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001697709,"MAI"
"14088","slr1238","Light-0200",0.0639,3986292.02203096,3663407.46190715,0.4033768368,0.3953020362,0.0002702126,1.3370135579,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0002742844,"MAI"
"14089","slr1238","Light-0300",0.0934,3069477.93783123,2980540.06736202,0.3123043133,0.3060526031,0.0001860471,1.0877912221,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001901189,"MAI"
"14090","slr1238","Light-1000",0.0961,2731626.99451523,2739992.75492006,0.2061911055,0.2020635704,0.0001717275,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","glutathione synthetase","Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)",320,35.08,2,"Cofactors","Thioredoxin, gluta",0.0001757992,"MAI"
"14091","slr1239","CO2-0-15",0.0183,2272376.92908492,2306926.00374222,0.1531630624,0.150097043,0.0001084886,0.433517077,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",9.1483e-05,"MAI"
"14092","slr1239","CO2-0-2",0.0279,2860493.49648288,2877792.09444879,0.0699637204,0.0685631861,0.0001332643,0.5407941195,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001162586,"MAI"
"14093","slr1239","CO2-0-3",0.0452,2967960.86863771,2984827.06174068,0.0636175016,0.062344006,0.0001357941,0.5609081093,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001187885,"MAI"
"14094","slr1239","CO2-0-5",0.0756,3852419.63739403,3773776.635744,0.1422273052,0.1393801979,0.0001577902,0.7091673568,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001407846,"MAI"
"14095","slr1239","CO2-1-0",0.1003,5455601.30649307,5321418.98466192,0.1356134727,0.1328987612,0.0002008301,1,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001838245,"MAI"
"14096","slr1239","Light-0060",0.0331,1596076.25215805,1283785.18844183,0.5571229189,0.545970428,0.0001100926,0.5020151355,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001270982,"MAI"
"14097","slr1239","Light-0100",0.0485,1757266.46261271,1549790.37035311,0.3964114293,0.3884760622,0.0001205449,0.6060345842,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001375506,"MAI"
"14098","slr1239","Light-0200",0.0639,2731551.37351462,2593874.17213332,0.2502993707,0.245288876,0.0001851595,1.0143161845,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0002021651,"MAI"
"14099","slr1239","Light-0300",0.0934,2801050.97017012,3054229.21106454,0.2162692109,0.2119399322,0.0001697773,1.1943347728,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001867829,"MAI"
"14100","slr1239","Light-1000",0.0961,2775200.69084129,2557263.91015027,0.2996275653,0.2936296184,0.0001744668,1,"CytoplasmicMembrane","Biosynthesis of cofactors, prosthetic groups, and carriers","Nicotinate and nicotinamide","pyridine nucleotide transhydrogenase alpha subunit",NA,530,56.06,2,"Cofactors","Nicotinate and nic",0.0001914724,"MAI"
"14141","slr1254","CO2-0-15",0.0183,5145455.37599697,4696482.53100772,0.1918033614,0.1879638402,0.0002456561,0.3984484868,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0001808176,"MAI"
"14142","slr1254","CO2-0-2",0.0279,6236486.27316532,5842572.23771247,0.1691628102,0.1657765078,0.0002905445,0.4956824712,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.000225706,"MAI"
"14143","slr1254","CO2-0-3",0.0452,8452085.65604289,8561915.78280799,0.0716077893,0.070174344,0.000386711,0.7263909458,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0003218725,"MAI"
"14144","slr1254","CO2-0-5",0.0756,10351439.3551473,10126925.5559457,0.0651743281,0.0638696679,0.0004239818,0.8591660113,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0003591433,"MAI"
"14145","slr1254","CO2-1-0",0.1003,11676461.0134243,11786925.2536163,0.080420791,0.078810927,0.0004298306,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0003649921,"MAI"
"14146","slr1254","Light-0060",0.0331,4115075.09990659,3221727.29714881,0.5714298995,0.5599910114,0.0002838457,0.3801442427,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0003486842,"MAI"
"14147","slr1254","Light-0100",0.0485,2718957.39188172,2825257.39007126,0.1581673587,0.1550011633,0.000186515,0.333363203,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0002513535,"MAI"
"14148","slr1254","Light-0200",0.0639,4955805.30481185,4999448.48204046,0.1781141332,0.1745486431,0.0003359315,0.5899045393,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0004007701,"MAI"
"14149","slr1254","Light-0300",0.0934,5093427.31408072,4958268.23919517,0.1183546981,0.1159854728,0.0003087227,0.5850455209,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0003735613,"MAI"
"14150","slr1254","Light-1000",0.0961,8738762.39930928,8475012.73293899,0.1790364182,0.1754524658,0.0005493742,1,"Unknown","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene dehydrogenase (phytoene desaturase)","Phytoene dehydrogenase (EC 1.3.99.-) (Phytoene desaturase)",472,52.93,2,"Cofactors","Carotenoid",0.0006142127,"MAI"
"14151","slr1255","CO2-0-15",0.0183,1976767.39221695,2018968.60169254,0.1486517631,0.145676051,9.43755e-05,0.4840683571,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0001462814,"MAI"
"14152","slr1255","CO2-0-2",0.0279,1962231.10876811,1971751.82893969,0.1400082586,0.1372055722,9.14161e-05,0.4727476532,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.000143322,"MAI"
"14153","slr1255","CO2-0-3",0.0452,2128945.48857218,2054864.70282195,0.1052054021,0.1030993995,9.74063e-05,0.4926748142,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0001493122,"MAI"
"14154","slr1255","CO2-0-5",0.0756,2765296.22532975,2824451.67948856,0.1498922457,0.1468917016,0.000113263,0.6771911574,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0001651689,"MAI"
"14155","slr1255","CO2-1-0",0.1003,4179568.66763319,4170833.66886223,0.1370715336,0.1343276346,0.0001538571,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.000205763,"MAI"
"14156","slr1255","Light-0060",0.0331,4888643.77817221,3459662.16460236,0.7434179176,0.728536172,0.0003372041,0.7774476005,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0002852983,"MAI"
"14157","slr1255","Light-0100",0.0485,5365940.77347622,6048030.21145638,0.481038888,0.4714094478,0.0003680927,1.3590999213,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0003161869,"MAI"
"14158","slr1255","Light-0200",0.0639,3295995.86539523,3446313.18401685,0.1181914804,0.1158255224,0.0002234206,0.7744478472,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0001715147,"MAI"
"14159","slr1255","Light-0300",0.0934,4318980.0084198,4284009.43726443,0.4513634938,0.4423280959,0.0002617819,0.9626930894,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0002098761,"MAI"
"14160","slr1255","Light-1000",0.0961,4566719.84523908,4450026.16563853,0.406376978,0.3982421205,0.0002870931,1,"Cytoplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Carotenoid","phytoene synthase","All-trans-phytoene synthase (PSase) (EC 2.5.1.99)",337,38.71,2,"Cofactors","Carotenoid",0.0002351872,"MAI"
"14161","slr1256","CO2-0-15",0.0183,10211412,10105615.5,0.0755985147,0.074085183,0.0004875168,1.8229948008,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0004741331,"MAI"
"14162","slr1256","CO2-0-2",0.0279,8988638.75,9065390,0.0596968128,0.0585018015,0.0004187614,1.6353441151,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0004053777,"MAI"
"14163","slr1256","CO2-0-3",0.0452,9872442.5,9482417.5,0.1418281053,0.1389889892,0.0004516971,1.7105734729,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0004383134,"MAI"
"14164","slr1256","CO2-0-5",0.0756,10616445.421454,10598176.342908,0.1009297453,0.0989093329,0.0004348361,1.9118499384,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0004214524,"MAI"
"14165","slr1256","CO2-1-0",0.1003,5507710.2155995,5543414.3286035,0.3449746148,0.3380689103,0.0002027483,1,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0001893646,"MAI"
"14166","slr1256","Light-0060",0.0331,3501431.361665,3251807.402675,0.2419279018,0.2370849872,0.0002415183,0.8293951301,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.000254902,"MAI"
"14167","slr1256","Light-0100",0.0485,4670441.68178825,4636165.859558,0.1897937144,0.1859944224,0.0003203829,1.1824849722,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0003337666,"MAI"
"14168","slr1256","Light-0200",0.0639,4516043.19074825,4061253.0909415,0.6381015907,0.6253280681,0.0003061221,1.0358496426,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0003195057,"MAI"
"14169","slr1256","Light-0300",0.0934,2948377.4772595,3079822.922769,0.2353620514,0.230650572,0.000178707,0.7855293433,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0001920907,"MAI"
"14170","slr1256","Light-1000",0.0961,3891494.85827,3920697.487465,0.175242514,0.171734508,0.0002446441,1,"Cytoplasmic","Central intermediary metabolism","Other","urease gamma subunit","Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)",100,11.06,5,"CentralMet","Other",0.0002580278,"MAI"
"14231","slr1269","CO2-0-15",0.0183,1514281.62777839,1533968.36662325,0.0815459935,0.0799136052,7.22954e-05,0.5746859836,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",7.1368e-05,"MAI"
"14232","slr1269","CO2-0-2",0.0279,1736850.31717059,1738569.90246416,0.1993008085,0.1953112034,8.09161e-05,0.6513379129,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",7.99888e-05,"MAI"
"14233","slr1269","CO2-0-3",0.0452,2103202.6222594,2120568.91479068,0.0573932216,0.0562443236,9.62285e-05,0.7944500415,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",9.53012e-05,"MAI"
